NTDID,AGENCY,SSW,UZA,UZA_NAME,MODES,TOS,JAN02,FEB02,MAR02,APR02,MAY02,JUN02,JUL02,AUG02,SEP02,OCT02,NOV02,DEC02,JAN03,FEB03,MAR03,APR03,MAY03,JUN03,JUL03,AUG03,SEP03,OCT03,NOV03,DEC03,JAN04,FEB04,MAR04,APR04,MAY04,JUN04,JUL04,AUG04,SEP04,OCT04,NOV04,DEC04,JAN05,FEB05,MAR05,APR05,MAY05,JUN05,JUL05,AUG05,SEP05,OCT05,NOV05,DEC05,JAN06,FEB06,MAR06,APR06,MAY06,JUN06,JUL06,AUG06,SEP06,OCT06,NOV06,DEC06,JAN07,FEB07,MAR07,APR07,MAY07,JUN07,JUL07,AUG07,SEP07,OCT07,NOV07,DEC07,JAN08,FEB08,MAR08,APR08,MAY08,JUN08,JUL08,AUG08,SEP08,OCT08,NOV08,DEC08,JAN09,FEB09,MAR09,APR09,MAY09,JUN09,JUL09,AUG09,SEP09,OCT09,NOV09,DEC09,JAN10,FEB10,MAR10,APR10,MAY10,JUN10,JUL10,AUG10,SEP10,OCT10,NOV10,DEC10,JAN11,FEB11,MAR11,APR11,MAY11,JUN11,JUL11,AUG11,SEP11,OCT11,NOV11,DEC11,JAN12,FEB12,MAR12
0001,King County Department of Transportation - Metro Transit Division,N,14,"Seattle, WA",DR,PT,"135,144","127,378","136,030","142,204","144,697","131,833","137,547","136,915","132,111","150,074","127,835","114,857","137,888","126,339","140,920","144,048","142,725","135,650","143,660","136,752","136,291","152,853","127,150","131,877","132,563","136,857","156,728","151,997","147,491","150,217","146,303","145,459","142,994","147,128","121,962","127,022","143,393","139,615","157,100","152,143","164,149","159,630","156,130","167,625","156,514","160,198","150,451","147,735","150,003","141,801","163,541","152,336","163,392","162,033","162,413","176,618","165,721","168,266","143,859","136,760","149,158","147,755","164,726","163,174","181,919","172,644","176,029","185,516","162,255","179,185","159,051","150,324","95,701","94,361","97,490","102,270","101,764","96,095","101,836","96,210","95,551","108,679","91,534","94,585","94,608","88,625","97,448","98,250","94,046","94,180","97,728","95,537","95,663","103,539","90,144","92,684","93,494","91,935","106,040","103,020","98,987","99,904","97,480","99,207","97,192","104,089","89,891","95,936","97,988","91,581","108,150","101,288","102,906","100,710","94,743","101,592","96,300","99,660","93,937","88,246","81,320","93,458","99,933"
0001,King County Department of Transportation - Metro Transit Division,N,14,"Seattle, WA",DT,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,404","6,316","6,534","6,692","6,422","6,321","7,062","6,855","7,276","7,671","6,805","6,369","6,240","5,782","6,601","6,987","6,778","6,805","6,193","6,662","6,409","6,116","6,324","5,733","5,464","5,674","5,382"
0001,King County Department of Transportation - Metro Transit Division,N,14,"Seattle, WA",LR,DO,"12,990","17,240","21,498","22,687","31,981","44,346","64,552","61,922","32,321","20,384","13,964","14,050","16,350","17,793","21,133","24,064","32,910","47,554","70,188","73,932","40,997","23,825","18,405","16,439","16,333","20,096","23,230","27,988","33,379","44,854","62,999","66,065","41,974","24,849","19,196","17,146","16,304","19,660","23,613","26,523","33,507","45,838","64,571","65,722","40,915","23,291","14,383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,877","26,471","28,368","28,666","34,360","39,496","50,467","44,448","39,113","35,061","29,354","31,256","31,286","30,126","32,198","34,589","37,271","42,174","50,954","45,329","39,679","36,582","32,736","38,280","32,333","32,068","37,579","37,945","40,646","45,814","56,703","53,783","49,409","45,931","41,713","47,008","43,829","41,557","52,376","54,493","60,001","69,346","75,929","79,468","62,039","59,852","55,458","60,695",0,0,0
0001,King County Department of Transportation - Metro Transit Division,N,14,"Seattle, WA",MB,DO,"6,045,861","5,406,135","5,999,230","6,058,398","6,134,503","5,654,916","5,946,469","5,999,146","5,571,149","6,024,277","5,498,884","5,693,491","5,998,896","5,423,887","6,018,871","6,076,454","6,018,871","5,766,180","5,946,970","5,828,996","5,715,720","6,088,824","5,400,923","5,926,597","6,093,909","5,751,219","6,567,769","6,319,709","6,127,029","6,155,486","6,099,154","6,202,824","5,966,222","6,293,987","5,605,563","6,107,568","5,896,330","5,476,222","6,410,896","6,055,762","6,116,028","5,991,094","5,814,124","6,366,292","6,183,790","6,560,273","6,354,789","5,905,728","6,421,670","5,925,927","6,763,587","6,486,482","7,093,231","6,848,317","6,693,758","6,994,407","6,685,764","7,400,289","6,704,747","6,229,763","6,967,115","6,484,827","7,181,006","7,248,546","7,624,266","7,213,238","7,267,431","7,524,861","6,854,654","8,031,056","7,304,973","6,539,383","7,487,026","7,136,195","7,585,852","7,969,203","8,018,889","7,913,943","8,347,451","7,802,411","8,014,541","8,744,520","7,304,647","6,700,932","7,887,269","7,008,525","7,867,102","7,923,102","7,773,626","7,713,617","7,784,848","7,369,565","7,332,260","7,956,736","7,085,528","6,912,882","7,386,466","6,803,766","7,644,319","7,375,979","7,303,003","7,351,755","7,262,000","7,199,827","7,137,221","7,905,101","7,098,141","7,003,188","7,487,139","6,936,238","7,829,315","7,721,856","7,924,215","7,701,206","7,331,312","7,739,253","7,382,058","8,046,589","7,472,910","7,015,202","6,874,843","7,166,568","7,573,038"
0001,King County Department of Transportation - Metro Transit Division,N,14,"Seattle, WA",MB,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"63,737","60,239","63,664","68,238","80,335","81,931","93,769","88,152","82,188","83,653","72,636","55,110","64,185","61,223","62,378","74,507","75,733","79,006","82,821","78,017","75,188","75,180","59,514","58,926","60,655","58,012","64,665","68,847","69,494","74,669","78,222","76,062","72,059","73,859","59,718","60,768","61,971","60,182","67,778","69,464","73,472","78,179","74,648","80,637","73,302","70,585","59,700","57,070","54,096","64,681","68,060"
0001,King County Department of Transportation - Metro Transit Division,N,14,"Seattle, WA",RB,DO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"344,844","358,242","379,627"
0001,King County Department of Transportation - Metro Transit Division,N,14,"Seattle, WA",SR,DO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51,473","53,870","59,109"
0001,King County Department of Transportation - Metro Transit Division,N,14,"Seattle, WA",TB,DO,"2,044,815","1,839,037","2,043,508","2,043,300","2,075,470","1,924,999","2,012,875","2,028,889","1,894,886","1,995,521","1,848,565","1,906,797","1,851,117","1,831,346","2,033,379","2,033,183","2,033,379","1,992,766","2,071,599","2,039,614","1,993,547","1,956,229","1,762,776","1,912,730","1,913,523","1,816,514","2,091,905","2,011,064","1,931,511","1,989,988","1,964,963","2,008,038","1,929,159","1,955,085","1,739,007","1,925,621","1,778,219","1,624,288","1,903,928","1,789,752","1,806,441","1,795,766","1,770,960","1,902,160","1,827,191","1,842,100","1,851,648","1,833,820","1,797,511","1,628,460","1,845,452","1,777,787","2,005,864","1,954,749","1,921,507","1,991,200","1,866,766","1,986,652","1,861,599","1,787,755","1,916,610","1,784,328","1,958,344","1,977,398","2,026,684","1,941,063","1,986,667","2,032,755","1,852,809","2,116,230","1,917,700","1,759,396","2,035,145","1,922,336","1,975,227","2,119,283","2,073,111","2,030,885","2,143,088","2,015,482","2,012,947","2,205,546","1,927,371","1,699,291","1,614,693","1,551,526","1,689,145","1,657,506","1,605,242","1,712,246","1,646,115","1,551,352","1,579,566","1,829,108","1,565,371","1,717,358","1,588,543","1,616,236","1,939,843","1,851,999","1,767,889","1,785,544","1,703,615","1,757,467","1,763,768","1,784,542","1,529,709","1,631,940","1,584,910","1,562,673","1,783,810","1,674,582","1,730,389","1,825,763","1,742,568","1,790,085","1,801,397","1,759,029","1,707,064","1,619,705","1,497,938","1,688,690","1,682,433"
0001,King County Department of Transportation - Metro Transit Division,N,14,"Seattle, WA",VP,DO,"174,040","150,307","166,129","156,143","156,143","141,948","141,871","141,871","128,973","159,060","138,313","145,229","160,581","131,694","156,722","155,767","146,333","152,371","154,859","141,316","150,181","163,345","141,471","155,513","140,428","122,427","171,767","145,631","138,996","134,937","140,044","143,872","146,253","146,253","117,538","126,543","142,930","135,611","152,566","152,714","143,269","151,167","148,769","156,478","140,764","163,138","159,939","143,271","153,962","142,001","166,320","139,103","188,112","169,192","146,448","203,756","161,836","192,708","157,591","138,577","173,670","157,445","195,325","199,114","208,075","191,032","211,901","207,116","203,667","199,334","191,989","172,879","210,084","214,936","215,792","211,565","238,341","234,536","242,679","263,608","234,753","238,788","232,667","231,196","267,832","251,982","289,851","281,049","248,293","295,243","269,432","256,536","258,767","275,158","239,896","238,639","258,629","238,897","262,765","247,286","215,535","233,410","233,329","245,340","226,343","221,087","234,396","232,567","239,955","217,750","273,619","250,625","275,361","255,837","256,346","266,823","262,680","276,268","273,397","274,081","258,219","298,121","312,158"
0002,Spokane Transit Authority,N,93,"Spokane, WA-ID",DR,DO,"23,023","21,065","22,692","22,991","23,343","19,853","21,214","21,814","19,896","24,175","20,537","20,883","24,302","23,172","24,420","24,999","23,688","22,063","24,351","22,971","23,345","26,423","20,421","22,079","22,526","22,805","26,749","25,084","22,671","23,297","22,810","22,813","23,396","23,588","23,582","23,947","23,201","22,423","26,620","23,854","24,935","23,365","19,644","22,411","21,859","22,189","21,678","21,402","22,438","21,547","25,965","21,699","25,329","21,718","19,927","22,295","20,412","25,536","23,399","20,732","24,470","22,523","25,184","22,743","24,767","22,050","21,008","22,742","19,794","25,311","23,505","20,733","21,932","23,221","24,087","26,133","25,312","22,653","23,208","22,340","23,801","26,874","20,550","16,579","20,713","22,526","25,221","25,272","23,961","23,552","23,344","21,565","22,523","23,970","21,485","23,068","23,204","22,004","24,387","23,544","22,102","21,119","20,036","20,270","21,171","21,942","20,062","18,799","19,199","18,492","24,520","21,849","24,561","21,428","18,925","21,217","21,031","22,055","21,923","20,129","20,956","21,944","24,165"
0002,Spokane Transit Authority,N,93,"Spokane, WA-ID",DR,PT,"15,019","14,099","15,025","13,232","11,732","10,869","10,877","11,709","11,663","13,203","12,146","13,449","14,453","13,813","14,636","14,544","15,321","13,543","11,982","11,917","12,809","14,881","14,343","13,812","14,681","14,405","14,558","14,648","15,256","13,598","13,554","13,350","13,949","16,542","15,000","14,160","15,267","13,880","15,549","15,524","15,157","14,786","15,733","16,506","16,879","18,340","17,032","14,973","17,504","17,615","18,518","17,148","18,041","18,048","17,649","18,453","18,335","19,755","18,498","18,009","18,261","17,726","19,420","20,543","29,946","18,279","18,252","18,779","19,711","20,970","19,461","18,642","17,942","17,488","20,852","20,400","20,327","20,032","21,400","20,755","20,551","22,484","20,988","14,551","19,440","20,271","20,180","20,707","20,990","19,227","20,224","20,256","20,407","22,484","20,293","19,899","20,651","20,952","22,455","22,184","22,305","21,462","20,699","21,603","20,525","20,454","20,915","22,347","21,319","19,908","20,568","19,414","19,526","18,324","18,924","14,583","17,683","18,618","18,601","18,436","18,498","19,308","17,628"
0002,Spokane Transit Authority,N,93,"Spokane, WA-ID",MB,DO,"749,011","655,271","669,548","673,626","677,327","561,166","554,177","549,049","559,025","672,212","604,866","597,116","675,448","634,505","650,158","663,667","662,357","580,243","578,876","548,677","584,350","696,112","592,988","620,027","681,316","653,045","718,484","689,451","666,598","618,424","577,948","570,491","620,299","684,192","641,427","618,684","658,416","631,930","695,860","658,480","679,124","603,873","536,147","574,513","635,208","707,807","674,010","635,684","702,168","665,196","740,438","692,621","766,121","670,035","603,492","661,867","693,517","791,522","730,273","703,370","852,597","750,492","818,500","798,215","662,348","738,808","688,263","736,566","709,447","705,000","823,943","762,085","888,184","914,599","896,921","975,860","980,659","905,009","926,909","881,414","948,001","1,110,615","898,988","783,106","948,576","929,113","967,557","1,002,546","962,247","912,968","884,327","832,948","906,534","1,016,676","909,553","877,198","975,188","894,851","972,110","957,903","915,825","851,489","788,679","779,358","855,502","949,112","893,028","877,517","969,051","894,593","989,951","967,056","991,894","878,495","768,631","806,679","846,879","972,662","930,730","815,416","946,734","944,842","960,818"
0002,Spokane Transit Authority,N,93,"Spokane, WA-ID",VP,DO,"9,190","8,161","8,582","8,445","8,572","6,817","7,135","7,072","6,579","8,217","7,678","7,246","8,483","8,280","8,984","8,889","8,449","8,372","8,349","7,977","8,109","9,407","8,097","8,435","9,378","8,811","9,565","8,744","8,308","9,961","9,150","9,713","9,266","9,337","9,813","9,252","10,428","9,626","11,029","10,174","9,692","10,534","9,205","10,748","10,300","12,074","13,563","12,134","13,475","11,557","13,925","12,268","14,001","14,613","12,309","15,313","13,719","15,524","14,410","12,598","13,475","15,732","14,763","13,752","15,068","13,700","12,981","14,157","12,028","14,490","13,859","14,302","16,698","15,933","17,082","19,158","18,473","20,826","26,037","20,285","20,209","21,838","17,868","17,319","19,320","18,984","20,188","20,194","17,335","18,402","16,078","15,894","15,946","16,291","17,420","16,015","17,120","16,054","22,388","18,227","20,356","18,467","16,343","17,117","17,428","17,253","21,032","17,521","19,462","17,843","21,856","19,919","20,027","20,639","17,328","20,686","18,110","19,024","19,626","18,305","20,711","20,796","21,916"
0003,Pierce County Transportation Benefit Area Authority,N,14,"Seattle, WA",DR,DO,"15,347","13,781","15,007","15,423","15,806","13,352","14,223","14,568","13,194","15,205","11,974","12,761","14,093","12,703","14,014","14,952","14,515","14,187","15,131","14,453","14,196","15,264","11,197","13,032","11,988","12,929","15,410","14,480","13,300","14,653","14,051","14,392","13,277","13,632","12,247","12,888","12,253","11,837","14,005","12,548","12,620","13,532","12,194","13,924","12,386","12,324","11,192","11,784","11,769","11,837","10,418","9,039","10,880","11,020","9,801","11,335","9,693","10,885","8,720","8,983","9,048","9,247","10,503","10,195","10,980","10,152","10,772","11,590","9,368","11,135","9,350","8,725","9,909","9,929","10,712","11,227","10,837","10,751","11,048","10,906","10,760","11,480","8,762","9,179","9,859","9,542","10,995","11,223","10,197","11,045","11,098","10,512","10,778","11,077","9,173","10,148","9,711","9,932","11,564","10,773","9,957","10,911","10,455","11,057","10,428","10,650","8,847","10,651","10,615","9,875","12,449","10,741","11,054","11,727","10,307","11,887","10,827","8,781","8,187","8,607","7,193","8,394","9,154"
0003,Pierce County Transportation Benefit Area Authority,N,14,"Seattle, WA",DR,PT,"26,541","25,099","25,247","25,001","25,670","24,663","26,678","25,562","24,948","27,274","25,408","23,511","26,477","24,680","26,760","27,178","26,443","25,077","27,260","24,940","25,670","28,654","24,936","22,973","23,775","26,168","28,572","27,909","27,196","27,480","27,207","26,301","25,496","25,558","24,146","23,657","22,683","22,827","24,646","24,119","25,164","23,332","24,540","24,942","24,576","25,225","24,133","22,864","22,574","20,122","25,443","23,866","24,322","22,743","22,577","23,955","22,935","24,183","20,830","21,220","22,143","22,920","25,428","25,230","26,370","24,011","25,035","26,736","25,348","27,918","26,380","25,033","25,863","25,587","26,970","28,233","28,552","26,790","29,568","28,116","28,658","29,477","25,748","22,612","27,694","25,791","28,056","27,980","27,574","27,873","28,998","27,772","30,199","30,175","27,622","27,868","29,249","26,079","28,330","27,840","27,265","27,254","26,413","26,427","27,251","26,842","24,023","25,868","25,671","22,609","28,005","27,145","27,850","27,291","26,358","27,116","26,224","25,781","24,277","23,841","21,473","25,033","25,439"
0003,Pierce County Transportation Benefit Area Authority,N,14,"Seattle, WA",MB,DO,"1,102,076","1,005,381","1,054,608","1,111,784","1,131,527","1,035,711","1,093,805","1,123,418","1,042,020","1,173,231","1,020,741","1,027,173","1,092,554","1,039,844","1,127,415","1,179,095","1,168,937","1,093,263","1,120,737","1,086,147","1,179,076","1,180,645","1,031,612","1,069,451","1,091,337","1,099,477","1,225,897","1,219,655","1,180,991","1,226,513","1,200,652","1,149,114","1,225,966","1,221,123","1,150,406","1,124,076","977,192","935,167","1,053,471","1,010,873","1,045,865","1,035,083","985,155","1,030,878","1,041,123","1,112,441","1,030,430","1,012,407","1,066,132","972,075","1,067,859","1,002,617","1,107,506","1,042,889","995,438","1,048,545","1,030,533","1,132,114","958,653","985,067","1,046,900","996,352","1,117,476","1,121,154","1,181,283","1,081,681","1,085,864","1,128,828","1,068,237","1,255,620","1,134,491","1,082,792","1,159,620","1,146,340","1,180,054","1,275,725","1,297,632","1,264,698","1,311,124","1,272,717","1,318,147","1,437,877","1,195,429","1,126,187","1,220,850","1,160,221","1,193,096","1,247,855","1,214,688","1,223,594","1,177,179","1,218,925","1,184,079","1,255,045","1,068,015","1,087,505","1,171,280","1,119,784","1,243,435","1,216,376","1,179,972","1,179,248","1,176,018","1,150,507","1,260,284","1,225,134","1,086,669","1,116,077","1,180,057","1,101,141","1,126,708","1,072,577","1,075,618","1,028,916","973,133","1,005,712","982,835","921,612","848,197","832,537","888,267","871,299","925,254"
0003,Pierce County Transportation Benefit Area Authority,N,14,"Seattle, WA",VP,DO,"55,860","48,963","51,870","52,458","51,194","47,200","49,098","48,636","46,379","53,614","45,432","43,326","55,520","50,559","55,180","57,939","54,640","52,532","52,189","52,685","53,100","58,608","47,345","49,324","52,079","53,732","63,162","59,115","56,715","62,223","57,140","59,241","57,700","59,240","58,151","53,599","60,720","57,494","66,920","61,780","62,300","64,302","55,385","65,428","53,028","65,680","64,400","56,952","69,980","65,018","75,768","65,075","72,765","72,165","63,403","74,430","65,607","72,303","62,890","54,485","66,549","62,909","68,112","63,000","67,364","63,954","62,963","67,785","61,281","74,790","66,626","56,746","74,617","69,328","73,542","76,382","74,505","75,448","78,205","74,536","61,779","64,617","65,231","62,183","71,820","68,300","76,897","74,486","67,666","73,920","70,549","70,615","69,697","74,677","65,559","64,207","70,282","67,893","78,302","73,920","66,726","70,460","64,969","69,752","68,548","68,530","63,302","61,698","70,112","66,309","80,934","73,061","72,857","79,915","65,131","75,247","70,500","73,182","70,354","62,090","65,899","73,994","78,796"
0005,Everett Transit,N,14,"Seattle, WA",DR,DO,"4,639","4,190","4,639","4,489","4,490","4,489","4,489","4,639","4,340","4,639","4,340","4,490","4,743","6,387","7,082","7,016","7,188","6,687","6,755","6,858","7,216","8,175","6,682","6,682","6,499","7,080","7,904","7,880","7,470","7,436","7,682","7,758","7,451","7,981","7,240","7,314","7,241","7,153","8,126","7,880","7,812","7,593","7,329","8,031","7,541","7,945","7,445","7,288","6,787","6,124","7,376","6,314","7,149","6,816","6,459","7,235","6,479","7,217","6,251","6,058","7,702","7,607","8,318","8,415","9,121","8,588","8,928","9,252","8,553","9,559","8,693","8,566","9,177","9,020","9,291","9,659","9,642","9,532","9,827","9,484","9,548","10,289","8,676","7,529","8,909","8,435","9,402","9,111","8,949","9,236","9,809","9,467","9,331","9,143","8,465","8,635","8,887","8,638","9,577","9,393","9,160","9,381","9,570","9,743","9,712","10,245","9,187","10,088","9,835","9,113","10,715","10,241","10,211","10,204","9,813","10,240","9,879","9,898","9,554","9,529","8,089","9,276","9,742"
0005,Everett Transit,N,14,"Seattle, WA",MB,DO,"131,902","119,552","127,672","130,671","133,707","127,033","125,853","122,403","118,794","138,220","118,067","119,180","128,714","162,979","177,698","180,495","179,121","164,684","164,373","158,792","149,612","165,083","139,642","151,895","153,429","156,399","171,660","171,707","163,354","167,008","158,595","156,066","155,425","164,176","154,331","155,189","155,204","148,997","169,470","163,258","164,451","164,487","156,377","166,737","168,267","178,294","159,983","163,137","170,134","170,295","184,437","172,310","187,476","183,088","177,332","191,150","167,479","182,826","159,712","166,627","178,502","167,836","188,190","185,769","201,790","186,885","187,249","193,970","177,777","201,042","184,576","173,033","192,042","192,371","195,991","211,704","217,301","209,734","224,348","214,804","217,919","240,079","197,189","203,746","217,700","203,917","213,316","223,042","215,774","221,291","211,054","198,737","201,352","217,429","187,279","179,510","188,155","184,172","202,987","189,996","183,376","190,992","193,173","187,940","192,025","205,734","182,940","177,085","189,382","173,185","200,673","200,212","202,172","196,340","188,175","199,966","197,424","207,001","191,700","177,539","183,584","195,766","196,953"
0006,Yakima Transit,N,235,"Yakima, WA",DR,PT,0,0,0,0,0,0,0,0,0,0,0,0,"5,042","4,650","5,171","5,105","4,892","4,765","5,191","4,966","5,208","6,689","5,260","6,242","6,051","5,951","6,978","6,370","6,002","6,326",0,0,0,0,0,0,"6,564","6,454","7,467","6,752","6,834","6,839","6,402","7,268","6,867","6,830","6,405","6,281","5,847","5,532","6,240","5,510","5,800","5,258","5,273","5,497","5,329","6,129","5,630","5,548","6,272","5,675","6,169","7,115","6,606","7,056","7,223","7,573","6,577","8,047","7,459","7,059","8,611","7,821","7,966","8,122","8,049","8,120","8,878","8,471","8,548","9,262","9,161","8,140","7,894","7,116","7,879","7,954","7,273","7,586","7,524","7,485","7,727","7,893","7,097","7,514","7,431","7,298","7,863","7,382","7,130","7,004","7,018","7,362","7,311","7,557","7,047","7,081","6,887","6,480","7,327","7,015","7,034","7,220","6,752","7,433","6,908","6,996","6,571","6,551","6,122","6,008","6,999"
0006,Yakima Transit,N,235,"Yakima, WA",MB,DO,0,0,0,0,0,0,0,0,0,0,0,0,"87,244","82,581","90,349","89,727","90,104","90,800","88,769","78,099","84,707","94,482","72,133","77,343","82,624","83,747","98,191","87,892","88,014","86,783",0,0,0,0,0,0,"84,183","83,488","94,116","85,332","88,513","84,764","86,949","98,477","101,361","100,771","91,659","82,182","98,943","91,018","104,841","91,479","102,262","98,867","91,556","101,776","101,525","113,428","96,368","84,553","103,219","95,254","113,845","101,340","111,760","102,124","100,696","112,195","109,439","126,086","105,138","98,546","115,292","113,741","121,075","121,421","123,713","115,946","115,478","113,447","138,111","149,690","117,433","109,372","115,384","110,465","118,670","117,824","117,045","118,765","99,123","95,276","101,365","126,948","107,224","106,459","110,152","109,918","119,730","115,586","104,352","100,644","95,739","95,969","114,883","115,155","104,325","101,455","110,622","107,110","126,386","126,425","129,092","118,160","101,555","113,144","130,406","132,572","120,622","114,892","123,069","129,593","139,087"
0006,Yakima Transit,N,235,"Yakima, WA",VP,DO,0,0,0,0,0,0,0,0,0,0,0,0,"1,386","1,309","1,463","1,215","1,399","1,197","1,375","1,337","1,386","1,605","1,340","1,577","3,160","3,130","3,932",0,0,0,0,0,0,0,0,0,"4,706","4,640","4,843","4,124","4,470","4,638","3,866","4,990","4,368","4,520","4,636","4,036","4,302","3,768","4,372","4,158","4,250","5,536","4,790","5,046","4,492","5,572","4,308","3,968","5,552","4,887","5,744","5,358","6,062","5,898","5,932","6,546","5,916","7,458","5,668","5,520","6,714","6,346","6,726","7,218","7,510","8,064","9,936","9,708","9,196","9,478","7,852","8,021","7,842","7,222","8,102","8,066","7,326","8,232","8,094","7,938","7,192","7,488","6,696","7,354","6,750","6,410","8,034","7,810","7,528","8,998","8,894","10,548","9,884","9,754","8,622","8,536","8,938","8,464","9,964","8,688","10,048","10,488","9,476","10,428","8,045","8,375","8,392","5,809","5,788","6,307","6,634"
0007,Lane Transit District,N,136,"Eugene, OR",DR,PT,"9,107","9,539","9,584","9,557","10,750","9,019","9,691","9,799","9,187","10,524","9,542","8,340","9,811","9,637","9,503","10,265","10,506","9,392","10,230","9,847","9,445","11,309","9,324","9,176","8,952","10,295","10,928","11,077","10,604","9,984","10,313","10,113","10,513","11,255","10,847","10,373","10,779","10,161","11,421","11,142","11,051","11,519","10,092","11,225","10,601","11,312","10,940","10,159","11,140","11,129","11,582","10,906","12,111","11,856","10,721","11,738","11,180","12,371","11,648","10,687","11,075","11,596","12,293","12,346","12,951","12,187","12,108","13,044","12,346","14,267","12,769","10,847","12,221","13,343","13,631","14,117","13,548","13,517","13,799","13,709","13,293","15,799","12,642","11,667","13,540","12,541","13,899","14,758","13,199","13,561","14,832","13,610","13,648","14,767","13,005","13,730","14,924","14,549","16,002","16,046","14,911","14,688","15,457","15,014","15,203","15,805","14,283","14,868","15,510","14,420","16,381","16,281","15,778","15,832","14,655","15,318","16,883","16,875","15,382","15,570","16,219","17,589","18,773"
0007,Lane Transit District,N,136,"Eugene, OR",DT,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,744","7,636","9,731","8,404","7,267","7,143","9,568","9,300","7,438","7,997","7,703","9,400","7,719","9,857","10,521"
0007,Lane Transit District,N,136,"Eugene, OR",MB,DO,"789,139","780,910","708,493","830,420","791,917","610,157","547,677","560,130","590,364","825,550","710,305","619,943","768,161","723,100","703,357","788,389","739,569","590,381","554,146","528,861","581,438","824,166","676,558","624,914","758,049","749,211","760,932","782,003","730,017","638,086","593,474","585,582","646,716","812,996","753,177","586,550","767,904","738,462","588,491","790,068","783,161","680,206","585,502","607,795","684,615","881,907","831,598","686,654","858,694","818,337","812,009","853,335","904,641","754,441","636,295","648,007","713,508","930,175","838,021","675,831","855,732","847,811","910,104","942,089","911,333","670,488","726,019","730,515","803,069","1,098,602","994,676","809,315","1,033,747","1,052,193","983,861","1,108,166","1,081,729","964,220","893,768","830,573","923,194","1,214,399","988,895","858,306","1,060,571","989,293","981,619","1,089,215","1,007,584","880,872","755,439","718,047","812,277","1,141,478","979,365","841,432","1,072,040","1,026,777","1,014,861","1,095,917","1,017,961","873,985","728,475","691,744","843,175","1,076,688","957,699","783,925","1,054,027","998,069","1,047,974","1,113,357","1,066,037","892,458","709,544","737,807","847,407","1,114,580","1,020,365","776,101","803,081","832,792","888,056"
0007,Lane Transit District,N,136,"Eugene, OR",MB,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983,"1,060","1,210","1,139","1,034","1,188","1,121","1,084","1,033","1,078","1,173","1,343","1,411","1,294","1,448","1,431","1,421","1,386","1,163","1,345","1,266","1,295","1,229","1,133","1,291","1,335","1,424"
0007,Lane Transit District,N,136,"Eugene, OR",RB,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"232,875","248,168","277,535"
